"verbo","papel"
"acumular","Patient2"
"adergar","Patient2"
"aderir","Patient2"
"adjudicar","Patient2"
"afastar","Patient2"
"aferir","Patient2"
"aferrolhar","Patient2"
"afixar","Patient2"
"aforrar1","Patient2"
"aglutinar","Patient2"
"agregar","Patient2"
"agrilhoar","Patient2"
"agrupar","Patient2"
"ajoujar","Patient2"
"ajuntar","Patient2"
"ajustar","Patient2"
"aleijar","Patient2"
"algemar","Patient2"
"aliançar","Patient2"
"aliar","Patient2"
"aliciar","Patient2"
"alinhavar","Patient2"
"alternar","Patient2"
"amalgamar","Patient2"
"amarrar","Patient2"
"amealhar","Patient2"
"amontoar","Patient2"
"amputar","Patient2"
"anaçar","Patient2"
"anexar","Patient2"
"angariar","Patient2"
"antepor","Patient2"
"aparafusar","Patient2"
"aparceirar","Patient2"
"apartar","Patient2"
"apensar","Patient2"
"apertar","Patient2"
"apodar","Patient2"
"apor","Patient2"
"apresilhar","Patient2"
"aproximar","Patient2"
"apurar","Patient2"
"argamassar","Patient2"
"arrancar","Patient2"
"arrebatar","Patient2"
"arredar","Patient2"
"arredondar","Patient2"
"articular","Patient2"
"assemelhar","Patient2"
"assimilhar","Patient2"
"associar","Patient2"
"atar","Patient2"
"atarraxar","Patient2"
"atrair","Patient2"
"atrelar","Patient2"
"balançar","Patient2"
"balancear","Patient2"
"bandear","Patient2"
"bater","Patient2"
"cair","Patient2"
"caldear","Patient2"
"calhar","Patient2"
"cambiar","Patient2"
"casar","Patient2"
"cavilhar","Patient2"
"cerzir","Patient2"
"chumbar","Patient2"
"cindir","Patient2"
"cingir","Patient2"
"coadunar","Patient2"
"codificar","Patient2"
"coexistir","Patient2"
"coincidir","Patient2"
"colar","Patient2"
"colecionar","Patient2"
"coligar","Patient2"
"coligir","Patient2"
"combinar","Patient2"
"comparar","Patient2"
"compilar","Patient2"
"completar","Patient2"
"concatenar","Patient2"
"conciliar","Patient2"
"concorrer","Patient2"
"condensar","Patient2"
"condizer","Patient2"
"conectar","Patient2"
"confederar","Patient2"
"conferir","Patient2"
"confrontar","Patient2"
"conglomerar","Patient2"
"consertar","Patient2"
"consolidar","Patient2"
"consorciar","Patient2"
"contrapor","Patient2"
"convir","Patient2"
"conviver","Patient2"
"coordenar","Patient2"
"copilar","Patient2"
"copular","Patient2"
"cortar","Patient2"
"coser","Patient2"
"costurar","Patient2"
"cotejar","Patient2"
"cruzar","Patient2"
"cumular","Patient2"
"dar","Patient2"
"decepar","Patient2"
"degolar","Patient2"
"deixar","Patient2"
"demarcar","Patient2"
"departir","Patient2"
"desabotoar","Patient2"
"desacasalar","Patient2"
"desacorrentar","Patient2"
"desaferrolhar","Patient2"
"desafixar","Patient2"
"desagregar","Patient2"
"desanexar","Patient2"
"desaparafusar","Patient2"
"desaparelhar","Patient2"
"desapartar","Patient2"
"desapertar","Patient2"
"desaproveitar","Patient2"
"desarmar","Patient2"
"desarmonizar","Patient2"
"desatar","Patient2"
"desatarraxar","Patient2"
"desavir","Patient2"
"desbotoar","Patient2"
"descasar","Patient2"
"descingir","Patient2"
"descobrir","Patient2"
"descolar","Patient2"
"desconcertar","Patient2"
"desconciliar","Patient2"
"desconjuntar","Patient2"
"desembaraçar","Patient2"
"desemborcar","Patient2"
"desembrulhar","Patient2"
"desemparelhar","Patient2"
"desencobrir","Patient2"
"desenfrear","Patient2"
"desengonçar","Patient2"
"desenlear","Patient2"
"desenredar","Patient2"
"desentrosar","Patient2"
"desenvencilhar","Patient2"
"desgrampear","Patient2"
"desgrudar","Patient2"
"desincorporar","Patient2"
"desirmanar","Patient2"
"desjuntar","Patient2"
"deslacrar","Patient2"
"desligar","Patient2"
"deslindar","Patient2"
"desmembrar","Patient2"
"desmontar","Patient2"
"desparafusar","Patient2"
"despegar","Patient2"
"desposar","Patient2"
"despregar1","Patient2"
"desprender","Patient2"
"desquiciar","Patient2"
"desquitar","Patient2"
"destacar","Patient2"
"destrancar","Patient2"
"destrinçar","Patient2"
"destrinchar","Patient2"
"desunir","Patient2"
"desvencilhar","Patient2"
"desvincilhar","Patient2"
"diferençar","Patient2"
"diferenciar","Patient2"
"discernir","Patient2"
"discriminar","Patient2"
"dissociar","Patient2"
"distinguir","Patient2"
"dividir","Patient2"
"divorciar","Patient2"
"economizar","Patient2"
"embeber","Patient2"
"embolotar","Patient2"
"embornalar","Patient2"
"emendar","Patient2"
"emparceirar","Patient2"
"emparelhar","Patient2"
"empolgar","Patient2"
"encadear","Patient2"
"encaixar","Patient2"
"encaixotar","Patient2"
"encaroçar","Patient2"
"engastar","Patient2"
"engatar","Patient2"
"engonçar","Patient2"
"engrenar","Patient2"
"enlaçar","Patient2"
"enquadrar","Patient2"
"entesoirar","Patient2"
"entesourar","Patient2"
"entremear","Patient2"
"entremeter","Patient2"
"entressachar","Patient2"
"entretecer","Patient2"
"esclarecer","Patient2"
"esposar","Patient2"
"estremar","Patient2"
"estropiar","Patient2"
"fanar","Patient2"
"federar","Patient2"
"ferrolhar","Patient2"
"fixar","Patient2"
"forrar2","Patient2"
"fusionar","Patient2"
"garrotear","Patient2"
"globalizar","Patient2"
"grampear","Patient2"
"grudar","Patient2"
"harmonizar","Patient2"
"incluir","Patient2"
"incompatibilizar","Patient2"
"incorporar","Patient2"
"indispor","Patient2"
"inimizar","Patient2"
"inserir","Patient2"
"integralizar","Patient2"
"integrar","Patient2"
"inteirar","Patient2"
"intercalar","Patient2"
"interligar","Patient2"
"intermediar","Patient2"
"interpor","Patient2"
"intervalar","Patient2"
"introduzir","Patient2"
"intrometer","Patient2"
"irmanar","Patient2"
"isolar","Patient2"
"jarretar","Patient2"
"joeirar","Patient2"
"juntar","Patient2"
"justapor","Patient2"
"laquear","Patient2"
"lavrar","Patient2"
"liar","Patient2"
"ligar","Patient2"
"malquistar","Patient2"
"maniatar","Patient2"
"manietar","Patient2"
"manipular","Patient2"
"mesclar","Patient2"
"mestiçar","Patient2"
"meter","Patient2"
"miscigenar","Patient2"
"misturar","Patient2"
"mutilar","Patient2"
"ocorrer","Patient2"
"opor","Patient2"
"ornar","Patient2"
"parafusar","Patient2"
"passar","Patient2"
"pegar","Patient2"
"peneirar","Patient2"
"perfazer","Patient2"
"permear","Patient2"
"picuar","Patient2"
"pontear","Patient2"
"pôr","Patient2"
"poupar","Patient2"
"pregar1","Patient2"
"prender","Patient2"
"privar","Patient2"
"quadrar","Patient2"
"rajar","Patient2"
"recolher","Patient2"
"recopilar","Patient2"
"recortar","Patient2"
"recrutar","Patient2"
"reimplantar","Patient2"
"reincorporar","Patient2"
"reintegrar","Patient2"
"reintroduzir","Patient2"
"relacionar","Patient2"
"remendar","Patient2"
"repertoriar","Patient2"
"repudiar","Patient2"
"repulsar","Patient2"
"resolver","Patient2"
"respigar","Patient2"
"reunir","Patient2"
"revolver","Patient2"
"sarrafaçar","Patient2"
"segurar","Patient2"
"separar","Patient2"
"soldar","Patient2"
"solidar","Patient2"
"solidificar","Patient2"
"solucionar","Patient2"
"suceder","Patient2"
"suplementar","Patient2"
"sururucar","Patient2"
"tarraxar","Patient2"
"tecer","Patient2"
"toar","Patient2"
"tomar","Patient2"
"trabalhar","Patient2"
"tramar","Patient2"
"tratar","Patient2"
"trocar","Patient2"
"truncar","Patient2"
"unir","Patient2"
"urdir","Patient2"
"vincular","Patient2"
"vir","Patient2"
"abarcar","Predicate"
"abençoar","Predicate"
"abominar","Predicate"
"abonar","Predicate"
"aborrecer","Predicate"
"abraçar","Predicate"
"abranger","Predicate"
"abusar","Predicate"
"acanhar","Predicate"
"acarrear","Predicate"
"acarretar","Predicate"
"aceitar","Predicate"
"aclamar","Predicate"
"aclarar","Predicate"
"acoimar","Predicate"
"acusar","Predicate"
"admitir","Predicate"
"admoestar","Predicate"
"adorar","Predicate"
"adotar","Predicate"
"advertir","Predicate"
"afigurar","Predicate"
"agaloar","Predicate"
"agradecer","Predicate"
"agüentar","Predicate"
"aiar","Predicate"
"ajoeirar","Predicate"
"alcançar","Predicate"
"alcunhar","Predicate"
"alevantar","Predicate"
"alumbrar","Predicate"
"amaldiçoar","Predicate"
"amar","Predicate"
"amoralizar","Predicate"
"amparar","Predicate"
"andar","Predicate"
"antegostar","Predicate"
"antegozar","Predicate"
"antever","Predicate"
"apanhar","Predicate"
"aparentar","Predicate"
"apear","Predicate"
"apelidar","Predicate"
"apiedar","Predicate"
"aplaudir","Predicate"
"apoiar","Predicate"
"apontar","Predicate"
"apoteosar","Predicate"
"apreciar","Predicate"
"apreender","Predicate"
"aprovar","Predicate"
"aproveitar","Predicate"
"apurar","Predicate"
"argüir","Predicate"
"arrazoar","Predicate"
"arrecear","Predicate"
"arrenegar","Predicate"
"arrumar","Predicate"
"articular","Predicate"
"assimilar","Predicate"
"atacar","Predicate"
"atassalhar","Predicate"
"atiçar","Predicate"
"atinar","Predicate"
"atingir","Predicate"
"aturar","Predicate"
"aureolar","Predicate"
"autorizar","Predicate"
"avergonhar","Predicate"
"avexar","Predicate"
"aviltar","Predicate"
"avistar","Predicate"
"avivar","Predicate"
"batizar","Predicate"
"bem-fadar","Predicate"
"bem-querer","Predicate"
"bençoar","Predicate"
"bendizer","Predicate"
"benzer","Predicate"
"bronquear","Predicate"
"caluniar","Predicate"
"canonizar","Predicate"
"cantar","Predicate"
"capitular","Predicate"
"captar","Predicate"
"carpir","Predicate"
"carrear","Predicate"
"castigar","Predicate"
"catar","Predicate"
"categorizar","Predicate"
"causar","Predicate"
"censurar","Predicate"
"cesurar","Predicate"
"chamar","Predicate"
"cheirar","Predicate"
"chorar","Predicate"
"cismar","Predicate"
"classificar","Predicate"
"cobiçar","Predicate"
"cogitar","Predicate"
"compreender","Predicate"
"conceber","Predicate"
"conceituar","Predicate"
"conclamar","Predicate"
"conculcar","Predicate"
"condenar","Predicate"
"condoer","Predicate"
"confessar","Predicate"
"confiar","Predicate"
"confirmar","Predicate"
"congratular","Predicate"
"conhecer","Predicate"
"conjeturar","Predicate"
"consagrar","Predicate"
"considerar","Predicate"
"constituir","Predicate"
"contar","Predicate"
"continuar","Predicate"
"coroar","Predicate"
"cortar","Predicate"
"criar","Predicate"
"criticar","Predicate"
"cultuar","Predicate"
"cumprimentar","Predicate"
"curtir","Predicate"
"dar","Predicate"
"declarar","Predicate"
"defender","Predicate"
"degradar","Predicate"
"deixar","Predicate"
"demitir","Predicate"
"demolir","Predicate"
"demonstrar","Predicate"
"denegrir","Predicate"
"denominar","Predicate"
"deparar","Predicate"
"deplorar","Predicate"
"depor","Predicate"
"depreender","Predicate"
"deprimir","Predicate"
"derribar","Predicate"
"derrubar","Predicate"
"desacreditar","Predicate"
"desadorar1","Predicate"
"desamar","Predicate"
"desapear","Predicate"
"desclassificar","Predicate"
"descobrir","Predicate"
"desconfiar","Predicate"
"desconhecer","Predicate"
"descortinar","Predicate"
"descreditar","Predicate"
"descrer","Predicate"
"descrever","Predicate"
"desdenhar","Predicate"
"desdoirar","Predicate"
"desdourar","Predicate"
"desejar","Predicate"
"desempregar","Predicate"
"desencadear","Predicate"
"desensoberbecer","Predicate"
"desfazer","Predicate"
"designar","Predicate"
"deslustrar","Predicate"
"desmerecer","Predicate"
"desmoralizar","Predicate"
"desonestar","Predicate"
"desonrar","Predicate"
"despachar","Predicate"
"despedir","Predicate"
"desprezar","Predicate"
"desquerer","Predicate"
"destituir","Predicate"
"desvirtuar","Predicate"
"detectar","Predicate"
"determinar","Predicate"
"detestar","Predicate"
"detrair","Predicate"
"detratar","Predicate"
"difamar","Predicate"
"diferenciar","Predicate"
"digerir","Predicate"
"discernir","Predicate"
"discriminar","Predicate"
"dispensar","Predicate"
"distinguir","Predicate"
"dividir","Predicate"
"divinizar","Predicate"
"divisar","Predicate"
"dizer","Predicate"
"duvidar","Predicate"
"eleger","Predicate"
"elevar","Predicate"
"elogiar","Predicate"
"empregar","Predicate"
"enaltar","Predicate"
"enaltecer","Predicate"
"encabular","Predicate"
"encarecer","Predicate"
"encomiar","Predicate"
"encumear","Predicate"
"enegrecer","Predicate"
"engendrar","Predicate"
"engolir","Predicate"
"engraçar","Predicate"
"engrandecer","Predicate"
"enlutar","Predicate"
"enobrecer","Predicate"
"ensejar","Predicate"
"entender","Predicate"
"entoar","Predicate"
"entuchar","Predicate"
"enveredar","Predicate"
"envergonhar","Predicate"
"envilecer","Predicate"
"enxergar","Predicate"
"enxovalhar","Predicate"
"escarnecer","Predicate"
"escolher","Predicate"
"esperar","Predicate"
"espertar","Predicate"
"espezinhar","Predicate"
"esposar","Predicate"
"estar","Predicate"
"estimar","Predicate"
"estranhar","Predicate"
"estremecer","Predicate"
"exalçar","Predicate"
"exaltar","Predicate"
"execrar","Predicate"
"exonerar","Predicate"
"expiar","Predicate"
"extremar","Predicate"
"falar","Predicate"
"fantasiar","Predicate"
"farejar","Predicate"
"fariscar","Predicate"
"fazer","Predicate"
"felicitar","Predicate"
"ferir","Predicate"
"festejar","Predicate"
"figurar","Predicate"
"filtrar","Predicate"
"fisgar","Predicate"
"fornecer","Predicate"
"fumegar","Predicate"
"funestar","Predicate"
"gabar","Predicate"
"gastar","Predicate"
"gemer","Predicate"
"gerar","Predicate"
"germinar","Predicate"
"glorificar","Predicate"
"gostar","Predicate"
"graduar","Predicate"
"gramar","Predicate"
"gratificar","Predicate"
"haver","Predicate"
"heroificar","Predicate"
"humilhar","Predicate"
"idealizar","Predicate"
"identificar","Predicate"
"idolatrar","Predicate"
"ignominiar","Predicate"
"ignorar","Predicate"
"ilhar","Predicate"
"ilustrar","Predicate"
"imaginar","Predicate"
"increpar","Predicate"
"indagar","Predicate"
"indicar","Predicate"
"infamar","Predicate"
"injuriar","Predicate"
"inquinar","Predicate"
"inquirir","Predicate"
"instigar","Predicate"
"instituir","Predicate"
"insular","Predicate"
"intencionar","Predicate"
"intentar","Predicate"
"interpretar","Predicate"
"interrogar","Predicate"
"intuicionar","Predicate"
"intuir","Predicate"
"invectivar","Predicate"
"invejar","Predicate"
"ir","Predicate"
"isolar","Predicate"
"jeremiar","Predicate"
"joeirar","Predicate"
"jogar","Predicate"
"julgar","Predicate"
"lamentar","Predicate"
"lamuriar","Predicate"
"lastimar","Predicate"
"laurear","Predicate"
"levantar","Predicate"
"localizar","Predicate"
"louvar","Predicate"
"macular","Predicate"
"magnificar","Predicate"
"mal-usar","Predicate"
"maliciar","Predicate"
"malquerer","Predicate"
"maltratar","Predicate"
"manchar","Predicate"
"maquinar","Predicate"
"marear","Predicate"
"marretar","Predicate"
"matutar","Predicate"
"mazelar","Predicate"
"meditar","Predicate"
"menosprezar","Predicate"
"mentalizar","Predicate"
"minguar","Predicate"
"mistificar","Predicate"
"mostrar","Predicate"
"motivar","Predicate"
"nimbar","Predicate"
"nobilitar","Predicate"
"nomear","Predicate"
"nomenclar","Predicate"
"nomenclaturar","Predicate"
"notar","Predicate"
"obscurecer","Predicate"
"ocasionar","Predicate"
"ocupar","Predicate"
"odiar","Predicate"
"ojerizar","Predicate"
"olhar","Predicate"
"opinar","Predicate"
"oprimir","Predicate"
"opulentar","Predicate"
"ordenar","Predicate"
"originar","Predicate"
"ornar","Predicate"
"outorgar","Predicate"
"padecer","Predicate"
"palpitar","Predicate"
"palrar","Predicate"
"palrear","Predicate"
"parabenizar","Predicate"
"parentar","Predicate"
"parir","Predicate"
"passar","Predicate"
"pegar","Predicate"
"penetrar","Predicate"
"perceber","Predicate"
"perfilhar","Predicate"
"perguntar","Predicate"
"perspirar","Predicate"
"pescar","Predicate"
"pinçar","Predicate"
"pintar","Predicate"
"pisar","Predicate"
"placitar","Predicate"
"pôr","Predicate"
"postergar","Predicate"
"prantear","Predicate"
"preconizar","Predicate"
"preferir","Predicate"
"prefigurar","Predicate"
"pregar3","Predicate"
"preitear","Predicate"
"prejulgar","Predicate"
"prelibar","Predicate"
"prepor","Predicate"
"pressentir","Predicate"
"pressupor","Predicate"
"prestigiar","Predicate"
"presumir","Predicate"
"pretender","Predicate"
"prever","Predicate"
"prezar","Predicate"
"proceder","Predicate"
"proclamar","Predicate"
"procurar","Predicate"
"produzir","Predicate"
"proferir","Predicate"
"professar","Predicate"
"proibir","Predicate"
"projetar","Predicate"
"promover","Predicate"
"pronunciar","Predicate"
"proscrever","Predicate"
"prosseguir","Predicate"
"proteger","Predicate"
"provar","Predicate"
"provocar","Predicate"
"punir1","Predicate"
